uid,FTO,language
english-095-204-755120,680,English
english-095-237-797350,-1250,English
english-095-345-964960,240,English
english-095-363-994830,450,English
english-096-008-908910,-30,English
english-096-335-1303080,180,English
english-097-012-344690,190,English
english-097-107-533540,-70,English
english-097-112-545780,-400,English
english-097-116-554300,390,English
english-097-161-637590,650,English
english-097-226-782180,-150,English
english-097-238-810200,900,English
english-097-271-873700,-1090,English
english-097-287-907110,-180,English
english-098-073-629500,250,English
english-098-075-633880,530,English
english-098-099-676510,120,English
english-098-136-753660,-150,English
english-098-154-781850,420,English
english-098-163-793790,-960,English
english-098-175-824300,2960,English
english-098-205-916670,2070,English
english-098-212-928880,-220,English
english-098-274-1076740,890,English
english-099-028-328440,-600,English
english-099-034-346490,730,English
english-099-036-348970,-310,English
english-099-042-372620,1880,English
english-099-087-505240,960,English
english-099-178-762800,1440,English
english-099-180-765110,-430,English
english-099-191-784790,570,English
english-100-027-303330,520,English
english-100-032-314320,-1130,English
english-100-062-380400,20,English
english-100-087-429500,-390,English
english-100-112-475080,520,English
english-100-119-485120,-110,English
english-100-135-518680,-270.0000000001164,English
english-100-140-532950,-1430,English
english-100-148-541680,470,English
english-100-151-550340,-150,English
english-100-204-681110,0,English
english-100-218-715460,-400,English
english-100-232-751860,1550,English
english-101-092-848610,-110,English
english-101-126-909010,180,English
english-101-209-1064460,-80,English
english-101-282-1190630,20,English
english-101-309-1226800,-430,English
english-102-013-42350,790,English
english-102-053-148260,-100,English
english-102-057-155900,-20.000000000029104,English
english-102-063-163950,-129.9999999999709,English
english-102-071-182180,-90,English
english-102-076-190500,-140,English
english-102-109-240730,90,English
english-102-156-326530,-110,English
english-102-162-337180,-860,English
english-102-184-366280,1070,English
english-102-232-476940,-130,English
english-102-236-482900,-90,English
english-102-267-530780,-240,English
english-102-283-563550,-1000,English
english-102-304-591230,780,English
english-102-306-592830,30,English
english-102-308-596920,-40,English
english-103-023-162570,-330,English
english-103-031-172610,-40,English
english-103-040-188790,-40,English
english-103-042-194860,-470,English
english-103-045-203120,340,English
english-103-047-204960,120,English
english-103-205-501580,-450,English
english-103-298-709580,230,English
english-104-112-333820,70,English
english-104-135-363950,10,English
english-104-164-409280,-240,English
english-104-174-420000,2020,English
english-104-176-422210,590,English
english-104-207-488770,-580,English
english-104-211-491670,-120,English
english-104-214-498740,1350,English
english-104-252-578690,250,English
english-104-254-580960,-80,English
english-104-288-657370,170,English
english-104-301-696400,-220,English
english-104-308-713140,-30,English
english-106-052-327570,-30,English
english-106-123-500440,370,English
english-107-029-190710,-2330,English
english-107-050-242760,300,English
english-107-055-249940,330,English
english-107-060-259470,141.0000000000291,English
english-107-065-268750,210,English
english-107-069-279510,530,English
english-107-104-399500,-460,English
english-107-132-465220,0,English
english-108-028-347150,-70,English
english-108-110-515590,611,English
english-108-125-543200,-340,English
english-108-173-630130,290,English
english-108-183-647380,120,English
english-108-203-697870,300,English
english-108-233-778050,1150,English
english-11-003-5055,0,English
english-11-005-6100,0,English
english-11-022-47100,0,English
english-11-027-72400,0,English
english-11-043-118985,0,English
english-11-052-143000,100,English
english-11-055-148350,0,English
english-11-057-154100,0,English
english-11-059-156600,100,English
english-11-063-159310,0,English
english-11-067-167320,0,English
english-11-074-187300,0,English
english-11-076-190200,0,English
english-11-080-201000,0,English
english-11-082-202500,0,English
english-11-104-274200,-800,English
english-11-116-303600,0,English
english-110-025-170530,90,English
english-110-054-230240,1010,English
english-110-096-340130,1210,English
english-110-114-385900,-520,English
english-110-135-437710,1000,English
english-110-161-483680,620,English
english-110-172-513960,171.0000000000582,English
english-110-185-552200,480,English
english-110-188-555530,590,English
english-110-192-559070,-510,English
english-110-199-569010,-590,English
english-110-234-659050,-870,English
english-110-250-692580,-640,English
english-110-266-720640,410,English
english-111-132-442740,630,English
english-112-015-1180980,200,English
english-112-026-1193310,-320,English
english-112-034-1200990,150,English
english-112-045-1215600,50,English
english-112-049-1218590,-830,English
english-112-093-1282570,-190,English
english-112-121-1320880,-90,English
english-112-140-1346310,-390,English
english-112-154-1363780,2380,English
english-112-168-1380500,-1620,English
english-112-179-1392710,10,English
english-112-185-1398150,-380,English
english-112-187-1400790,-110,English
english-112-193-1409830,-250,English
english-112-207-1427180,220,English
english-112-209-1430650,280,English
english-112-230-1455770,1380,English
english-112-241-1472260,500,English
english-112-245-1477670,310,English
english-112-280-1527130,990,English
english-112-284-1532430,-40,English
english-112-286-1534330,-140,English
english-112-288-1538500,390,English
english-112-292-1543630,-310,English
english-112-303-1560980,510,English
english-112-311-1570230,-180,English
english-112-317-1585110,50,English
english-112-327-1594920,-60,English
english-112-331-1598700,70,English
english-112-379-1667450,-830,English
english-112-390-1679910,-330,English
english-112-413-1706830,-200,English
english-112-427-1722720,400,English
english-112-448-1750720,-1940,English
english-113-029-414170,380,English
english-113-053-484700,30,English
english-113-064-507400,660,English
english-113-104-597300,280,English
english-114-043-622710,280,English
english-114-057-643040,50,English
english-114-070-660490,220,English
english-114-076-666100,400,English
english-114-149-807360,290,English
english-114-154-817970,-50,English
english-114-164-834560,370,English
english-114-166-837330,-270,English
english-114-182-868780,650,English
english-114-185-874000,70,English
english-114-191-885250,730,English
english-114-194-890180,50,English
english-114-199-896610,310,English
english-114-206-919690,1260,English
english-114-208-922300,100,English
english-114-214-937740,550,English
english-114-219-951060,-130,English
english-114-229-970330,2210,English
english-114-234-979130,1060,English
english-114-238-985360,590,English
english-114-251-1008130,60,English
english-114-263-1026180,-89.99999999988358,English
english-114-278-1046500,329.9999999998836,English
english-114-284-1058171,-1249,English
english-114-296-1078670,880,English
english-114-304-1098950,480,English
english-115-047-1071480,-700,English
english-115-079-1121450,520,English
english-115-116-1186460,-200,English
english-115-143-1220540,1190,English
english-115-152-1230570,400,English
english-115-154-1231870,130,English
english-115-174-1257220,510,English
english-115-219-1331880,1210,English
english-115-230-1344520,1740,English
english-115-343-1496780,1080,English
english-115-393-1568860,-1440,English
english-115-408-1591680,-470,English
english-115-410-1595050,1160,English
english-116-013-814150,-1500,English
english-116-034-848870,-1460,English
english-116-072-909630,-2500,English
english-116-102-950780,1650,English
english-116-266-1201380,-1450,English
english-117-052-211810,-1930,English
english-117-097-271970,-290,English
english-117-152-387080,1440,English
english-117-161-416940,580,English
english-118-041-370780,-180,English
english-118-047-380200,-3160,English
english-118-069-416960,70,English
english-118-099-450790,90,English
english-118-117-474260,-1970,English
english-118-122-478920,-20,English
english-118-301-698740,-100,English
english-118-337-751100,1588,English
english-119-050-321390,550,English
english-119-103-416030,420,English
english-12-005-8244,0,English
english-12-020-42516,0,English
english-12-032-64142,0,English
english-12-045-85864,0,English
english-12-050-102602,0,English
english-12-055-118403,0,English
english-12-077-159661,0,English
english-12-079-161315,0,English
english-12-088-181273,0,English
english-12-093-192948,0,English
english-12-097-198923,0,English
english-12-099-201092,0,English
english-12-103-217033,0,English
english-12-108-220769,0,English
english-12-110-226945,0,English
english-12-114-234863,0,English
english-12-121-271386,0,English
english-12-129-300640,0,English
english-12-131-301998,0,English
english-120-016-547860,-3070,English
english-122-024-150290,1160,English
english-122-033-158000,-579.9999999999709,English
english-122-038-164320,420,English
english-122-049-176550,-510,English
english-122-144-306370,400,English
english-122-349-556190,1430,English
english-122-398-625780,770,English
english-122-419-653130,190,English
english-122-452-693730,40,English
english-123-103-467980,730,English
english-123-122-498040,60,English
english-123-146-528430,-2200,English
english-123-153-545110,2570,English
english-124-153-306790,720,English
english-124-236-415220,-80,English
english-124-388-620560,-1230,English
english-124-392-623180,-80,English
english-124-395-625560,480,English
english-124-435-679610,-210,English
english-124-448-696600,-710,English
english-125-075-1025579,-1030.9999999998836,English
english-125-167-1136120,-170,English
english-126-155-447510,-100,English
english-127-025-171890,150,English
english-127-191-423390,1100,English
english-127-300-584730,-540,English
english-128-362-734590,-170,English
english-129-031-441660,480,English
english-129-161-638720,-120,English
english-129-170-660440,320,English
english-129-176-669970,-300,English
english-130-053-1070720,-130,English
english-131-093-761030,-80,English
english-132-042-595990,1200,English
english-132-080-714930,5240,English
english-132-093-743710,320,English
english-132-095-745830,-60,English
english-133-099-249340,340,English
english-133-152-340010,-1280,English
english-134-035-328860,9610,English
english-134-038-333380,-1010,English
english-134-046-341210,540,English
english-134-143-512690,990.0000000000582,English
english-134-159-539010,-320,English
english-134-171-559890,6080,English
english-135-008-1108700,830,English
english-135-025-1134840,390,English
english-135-046-1170970,950,English
